6/19/2019 12:08:00 AM  -	...........Task Started!...........
6/19/2019 4:48:16 PM  -	Processed! => EmailSender:PublicAccess; Subjectline :5 U01 CA193632-04   Compliant PASC: 5U01CA193632-04 - BARRETT, LISA FELDMAN ISSUE=111457 PROJ=52;  Recieved Date: 6/19/2019 4:44:15 PM
6/19/2019 4:48:25 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :No Cost Extension Submitted by NIH Commons for Grant: R03CA219621-02.;  Recieved Date: 6/19/2019 4:46:45 PM
6/19/2019 4:48:25 PM  -	******* Task Completed! *******3 Mail Items Have Been Processed
6/19/2019 5:08:00 PM  -	...........Task Started!...........
6/19/2019 5:08:08 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :Prior Approval: Change of PD/PI Request for Grant 1R01CA233888-01A1;  Recieved Date: 6/19/2019 4:52:52 PM
6/19/2019 5:08:14 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA213159-03 Received by Agency;  Recieved Date: 6/19/2019 4:55:23 PM
6/19/2019 5:08:16 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248377-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 5:00:06 PM
6/19/2019 5:08:18 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248692-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 5:03:25 PM
6/19/2019 5:08:18 PM  -	******* Task Completed! *******4 Mail Items Have Been Processed
6/19/2019 5:28:00 PM  -	...........Task Started!...........
6/19/2019 5:28:11 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA213129-03 Received by Agency;  Recieved Date: 6/19/2019 5:25:10 PM
6/19/2019 5:28:12 PM  -	******* Task Completed! *******1 Mail Items Have Been Processed
6/19/2019 5:48:00 PM  -	...........Task Started!...........
6/19/2019 5:48:14 PM  -	Processed! => EmailSender:PublicAccess; Subjectline :5 T32 CA207021-04   PASC: 5T32CA207021-04 - WUCHERPFENNIG, KAI W ISSUE=123812 PROJ=52;  Recieved Date: 6/19/2019 5:29:54 PM
6/19/2019 5:48:21 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA220254-02 Received by Agency;  Recieved Date: 6/19/2019 5:35:39 PM
6/19/2019 5:48:21 PM  -	******* Task Completed! *******2 Mail Items Have Been Processed
6/19/2019 6:08:00 PM  -	...........Task Started!...........
6/19/2019 6:08:03 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 6:28:00 PM  -	...........Task Started!...........
6/19/2019 6:28:08 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :No Cost Extension Submitted by NIH Commons for Grant: T32CA183926-05.;  Recieved Date: 6/19/2019 6:11:13 PM
6/19/2019 6:28:20 PM  -	Processed! => EmailSender:PublicAccess; Subjectline :5 P50 CA097190-15 ROBERT FERRIS PASC: 5P50CA097190-15 - FERRIS, ROBERT L ISSUE=123838 PROJ=52;  Recieved Date: 6/19/2019 6:14:33 PM
6/19/2019 6:28:20 PM  -	******* Task Completed! *******2 Mail Items Have Been Processed
6/19/2019 6:48:00 PM  -	...........Task Started!...........
6/19/2019 6:48:11 PM  -	Processed! => EmailSender:PublicAccess; Subjectline :CA160495-07   PASC: 5R01CA160495-07 - APLIN, ANDREW E ISSUE=125744 PROJ=52;  Recieved Date: 6/19/2019 6:38:54 PM
6/19/2019 6:48:25 PM  -	Processed! => EmailSender:PublicAccess; Subjectline :CA209992-04   PASC: 5U54CA209992-04 - LEVCHENKO, ANDRE ISSUE=125745 PROJ=52;  Recieved Date: 6/19/2019 6:38:58 PM
6/19/2019 6:48:25 PM  -	******* Task Completed! *******2 Mail Items Have Been Processed
6/19/2019 7:08:00 PM  -	...........Task Started!...........
6/19/2019 7:08:03 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA168524-08/Core-008 - PD/PI Changed;  Recieved Date: 6/19/2019 6:49:09 PM
6/19/2019 7:08:05 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA168524-08/Core-008 - PD/PI Changed;  Recieved Date: 6/19/2019 6:49:17 PM
6/19/2019 7:08:06 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA168524-08/Core-010 - PD/PI Changed;  Recieved Date: 6/19/2019 6:52:34 PM
6/19/2019 7:08:08 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA168524-08/Core-010 - PD/PI Changed;  Recieved Date: 6/19/2019 6:53:48 PM
6/19/2019 7:08:10 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA168524-08/Project-004 - PD/PI Changed;  Recieved Date: 6/19/2019 6:53:52 PM
6/19/2019 7:08:12 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA168524-08/Project-004 - PD/PI Changed;  Recieved Date: 6/19/2019 6:55:17 PM
6/19/2019 7:08:14 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 R01 CA127612-10 - PD/PI Changed;  Recieved Date: 6/19/2019 7:00:59 PM
6/19/2019 7:08:16 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 R44 CA221461-03 - PD/PI Changed;  Recieved Date: 6/19/2019 7:01:41 PM
6/19/2019 7:08:17 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :Just in Time Submitted by NIH Commons for Grant Application: R01CA243393-01 .;  Recieved Date: 6/19/2019 7:05:30 PM
6/19/2019 7:08:18 PM  -	******* Task Completed! *******9 Mail Items Have Been Processed
6/19/2019 7:28:00 PM  -	...........Task Started!...........
6/19/2019 7:28:01 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 7:48:00 PM  -	...........Task Started!...........
6/19/2019 7:48:02 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: The Interim Research Performance Progress Report for Grant P30CA010815-49 have been submitted to the NIH;  Recieved Date: 6/19/2019 7:42:49 PM
6/19/2019 7:48:02 PM  -	******* Task Completed! *******1 Mail Items Have Been Processed
6/19/2019 8:08:00 PM  -	...........Task Started!...........
6/19/2019 8:08:12 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :ReceiptofaNewFCOIreport16318forgrantnumber2P50CA097186-16A1;  Recieved Date: 6/19/2019 7:48:46 PM
6/19/2019 8:08:12 PM  -	******* Task Completed! *******1 Mail Items Have Been Processed
6/19/2019 8:28:05 PM  -	...........Task Started!...........
6/19/2019 8:28:06 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 8:48:00 PM  -	...........Task Started!...........
6/19/2019 8:48:01 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 9:08:00 PM  -	...........Task Started!...........
6/19/2019 9:08:01 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 9:28:00 PM  -	...........Task Started!...........
6/19/2019 9:28:01 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 9:48:00 PM  -	...........Task Started!...........
6/19/2019 9:48:01 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 10:08:03 PM  -	...........Task Started!...........
6/19/2019 10:08:03 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 10:28:00 PM  -	...........Task Started!...........
6/19/2019 10:28:03 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 10:48:00 PM  -	...........Task Started!...........
6/19/2019 10:48:05 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 11:08:00 PM  -	...........Task Started!...........
6/19/2019 11:08:01 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 11:28:04 PM  -	...........Task Started!...........
6/19/2019 11:28:05 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 11:48:00 PM  -	...........Task Started!...........
6/19/2019 11:48:01 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
